Time,Channel 1,Channel 2
22904.2678027153,0.52,-0.016
22904.268039136925,0.512,0.0
22904.268275558552,0.504,0.0
22904.268511980175,0.528,-0.016
22904.268748401802,0.52,-0.008
22904.268984823426,0.512,0.0
22904.26922124505,0.512,0.0
22904.269457666676,0.528,-0.016
22904.2696940883,0.512,-0.016
22904.269930509923,0.528,0.0
22904.27016693155,0.528,0.0
22904.270403353174,0.512,-0.016
22904.2706397748,0.504,-0.008
22904.270876196424,0.52,0.0
22904.271112618047,0.512,0.0
22904.271349039675,0.52,-0.016
22904.271585461298,0.512,0.0
22904.271821882925,0.528,-0.016
22904.27205830455,0.504,-0.016
22904.272294726172,0.52,0.0
22904.2725311478,0.512,-0.008
22904.272767569422,0.528,0.024
22904.27300399105,0.504,0.024
22904.273240412673,0.528,0.128
22904.273476834296,0.512,0.136
22904.273713255923,0.52,0.264
22904.273949677547,0.512,0.264
22904.27418609917,0.52,0.336
22904.274422520797,0.512,0.336
22904.27465894242,0.52,0.368
22904.274895364048,0.512,0.368
22904.27513178567,0.528,0.376
22904.275368207294,0.52,0.376
22904.27560462892,0.504,0.368
22904.275841050545,0.512,0.376
22904.276077472172,0.528,0.376
22904.276313893795,0.512,0.376
22904.27655031542,0.528,0.376
22904.276786737046,0.52,0.376
22904.27702315867,0.504,0.384
22904.277259580293,0.512,0.376
22904.27749600192,0.528,0.384
22904.277732423543,0.512,0.376
22904.27796884517,0.528,0.376
22904.278205266794,0.512,0.376
22904.278441688417,0.528,0.384
22904.278678110044,0.512,0.376
22904.278914531667,0.52,0.376
22904.279150953294,0.512,0.376
22904.279387374918,0.528,0.376
22904.27962379654,0.512,0.376
22904.27986021817,0.528,0.384
22904.28009663979,0.512,0.376
22904.280333061415,0.528,0.376
22904.280569483042,0.52,0.376
22904.280805904666,0.512,0.376
22904.281042326293,0.512,0.384
22904.281278747916,0.528,0.376
22904.28151516954,0.504,0.376
22904.281751591167,0.528,0.376
22904.28198801279,0.512,0.376
22904.282224434417,0.528,0.376
22904.28246085604,0.512,0.376
22904.282697277664,0.528,0.384
22904.28293369929,0.52,0.376
22904.283170120914,0.504,0.376
22904.28340654254,0.52,0.376
22904.283642964165,0.504,0.376
22904.283879385788,0.512,0.376
22904.284115807415,0.52,0.384
22904.28435222904,0.512,0.376
22904.284588650662,0.528,0.384
22904.28482507229,0.52,0.376
22904.285061493913,0.504,0.384
22904.28529791554,0.504,0.376
22904.285534337163,0.52,0.384
22904.285770758786,0.512,0.376
22904.286007180413,0.528,0.384
22904.286243602037,0.528,0.376
22904.286480023664,0.504,0.376
22904.286716445287,0.512,0.376
22904.28695286691,0.52,0.384
22904.287189288538,0.504,0.376
22904.28742571016,0.52,0.376
22904.287662131785,0.512,0.376
22904.28789855341,0.52,0.384
22904.288134975035,0.512,0.376
22904.288371396662,0.52,0.384
22904.288607818286,0.512,0.376
22904.28884423991,0.528,0.376
22904.289080661536,0.52,0.376
22904.28931708316,0.504,0.376
22904.289553504786,0.52,0.376
22904.28978992641,0.512,0.376
22904.290026348033,0.512,0.376
22904.29026276966,0.528,0.384
22904.290499191284,0.52,0.376
22904.29073561291,0.504,0.376
22904.290972034534,0.52,0.376
22904.291208456158,0.504,0.376
22904.291444877785,0.512,0.376
22904.291681299408,0.528,0.384
22904.29191772103,0.512,0.376
22904.29215414266,0.52,0.376
22904.292390564282,0.52,0.376
22904.29262698591,0.504,0.384
22904.292863407532,0.512,0.376
22904.293099829156,0.52,0.376
22904.293336250783,0.528,0.384
22904.293572672406,0.504,0.376
22904.293809094033,0.512,0.376
22904.294045515657,0.528,0.376
22904.29428193728,0.512,0.376
22904.294518358907,0.52,0.384
22904.29475478053,0.512,0.376
22904.294991202154,0.528,0.384
22904.29522762378,0.512,0.376
22904.295464045405,0.52,0.384
22904.29570046703,0.528,0.376
22904.295936888655,0.504,0.384
22904.29617331028,0.52,0.376
22904.296409731905,0.504,0.384
22904.29664615353,0.512,0.384
22904.296882575156,0.52,0.368
22904.29711899678,0.512,0.384
22904.297355418403,0.528,0.376
22904.29759184003,0.512,0.376
22904.297828261653,0.52,0.41600000000000004
22904.298064683277,0.512,0.40800000000000003
22904.298301104904,0.528,0.41600000000000004
22904.298537526527,0.512,0.41600000000000004
22904.298773948154,0.52,0.40800000000000003
22904.299010369778,0.512,0.41600000000000004
22904.2992467914,0.528,0.424
22904.299483213028,0.512,0.424
22904.29971963465,0.528,0.40800000000000003
22904.29995605628,0.504,0.41600000000000004
22904.300192477902,0.52,0.432
22904.300428899525,0.512,0.41600000000000004
22904.300665321152,0.528,0.424
22904.300901742776,0.512,0.41600000000000004
22904.301138164403,0.52,0.432
22904.301374586026,0.512,0.424
22904.30161100765,0.528,0.40800000000000003
22904.301847429277,0.504,0.40800000000000003
22904.3020838509,0.52,0.424
22904.302320272524,0.512,0.40800000000000003
22904.30255669415,0.528,0.424
22904.302793115774,0.52,0.424
22904.3030295374,0.512,0.40800000000000003
22904.303265959024,0.504,0.40800000000000003
22904.303502380648,0.528,0.424
22904.303738802275,0.512,0.41600000000000004
22904.3039752239,0.528,0.432
22904.304211645525,0.512,0.424
22904.30444806715,0.52,0.41600000000000004
22904.304684488772,0.504,0.41600000000000004
22904.3049209104,0.528,0.424
22904.305157332023,0.504,0.41600000000000004
22904.305393753646,0.528,0.432
22904.305630175273,0.52,0.41600000000000004
22904.305866596897,0.512,0.424
22904.306103018524,0.512,0.424
22904.306339440147,0.528,0.41600000000000004
22904.30657586177,0.512,0.424
22904.306812283397,0.528,0.40800000000000003
22904.30704870502,0.512,0.41600000000000004
22904.307285126648,0.52,0.432
22904.30752154827,0.52,0.41600000000000004
22904.307757969895,0.512,0.424
22904.30799439152,0.512,0.41600000000000004
22904.308230813145,0.52,0.432
22904.308467234772,0.512,0.424
22904.308703656396,0.528,0.40800000000000003
22904.30894007802,0.528,0.41600000000000004
22904.309176499646,0.512,0.424
22904.30941292127,0.512,0.41600000000000004
22904.309649342893,0.52,0.432
22904.30988576452,0.504,0.424
22904.310122186143,0.528,0.40800000000000003
22904.31035860777,0.512,0.41600000000000004
22904.310595029394,0.52,0.40800000000000003
22904.310831451017,0.512,0.41600000000000004
22904.311067872644,0.52,0.432
22904.311304294268,0.512,0.41600000000000004
22904.311540715895,0.52,0.424
22904.31177713752,0.52,0.41600000000000004
22904.31201355914,0.504,0.432
22904.31224998077,0.512,0.41600000000000004
22904.312486402392,0.528,0.432
22904.312722824016,0.512,0.424
22904.312959245643,0.528,0.4
22904.313195667266,0.528,0.392
22904.313432088893,0.512,0.41600000000000004
22904.313668510516,0.512,0.40800000000000003
22904.31390493214,0.52,0.424
22904.314141353767,0.528,0.41600000000000004
22904.31437777539,0.512,0.424
22904.314614197017,0.512,0.424
22904.31485061864,0.528,0.41600000000000004
22904.315087040264,0.512,0.432
22904.31532346189,0.52,0.41600000000000004
22904.315559883515,0.512,0.41600000000000004
22904.315796305138,0.528,0.424
22904.316032726765,0.52,0.41600000000000004
22904.31626914839,0.512,0.432
22904.316505570016,0.512,0.41600000000000004
22904.31674199164,0.52,0.432
22904.316978413262,0.512,0.41600000000000004
22904.31721483489,0.52,0.424
22904.317451256513,0.512,0.41600000000000004
22904.31768767814,0.528,0.424
22904.317924099763,0.512,0.432
22904.318160521387,0.528,0.40800000000000003
22904.318396943014,0.512,0.40800000000000003
22904.318633364637,0.528,0.384
22904.318869786264,0.52,0.392
22904.319106207888,0.536,0.424
22904.31934262951,0.52,0.40800000000000003
