Time,Channel 1,Channel 2
3254.1030855178833,0.544,-0.016
3254.103354042172,0.528,0.0
3254.1036225664616,0.528,0.0
3254.1038910907505,0.544,-0.016
3254.10415961504,0.528,0.0
3254.104428139329,0.544,-0.016
3254.104696663618,0.536,0.0
3254.104965187907,0.528,-0.016
3254.1052337121964,0.528,0.0
3254.1055022364853,0.536,-0.016
3254.1057707607747,0.528,0.0
3254.1060392850636,0.544,-0.016
3254.106307809353,0.528,0.0
3254.106576333642,0.544,-0.016
3254.1068448579313,0.528,0.0
3254.10711338222,0.544,-0.016
3254.1073819065095,0.528,0.0
3254.1076504307985,0.544,-0.016
3254.107918955088,0.528,0.0
3254.1081874793767,0.544,-0.016
3254.108456003666,0.528,-0.008
3254.108724527955,0.552,0.024
3254.1089930522444,0.528,0.024
3254.1092615765333,0.544,0.128
3254.1095301008227,0.552,0.136
3254.1097986251116,0.528,0.272
3254.1100671494005,0.528,0.28
3254.11033567369,0.544,0.352
3254.110604197979,0.528,0.352
3254.110872722268,0.544,0.376
3254.111141246557,0.528,0.376
3254.1114097708464,0.544,0.384
3254.1116782951353,0.528,0.376
3254.1119468194247,0.544,0.4
3254.1122153437136,0.528,0.392
3254.112483868003,0.544,0.384
3254.112752392292,0.528,0.384
3254.1130209165813,0.544,0.392
3254.11328944087,0.544,0.384
3254.1135579651595,0.528,0.376
3254.1138264894485,0.544,0.384
3254.114095013738,0.528,0.4
3254.1143635380267,0.528,0.4
3254.114632062316,0.544,0.384
3254.114900586605,0.544,0.392
3254.1151691108944,0.528,0.384
3254.1154376351833,0.528,0.392
3254.1157061594727,0.536,0.384
3254.1159746837616,0.528,0.392
3254.116243208051,0.536,0.384
3254.11651173234,0.528,0.392
3254.1167802566288,0.544,0.376
3254.117048780918,0.528,0.376
3254.117317305207,0.544,0.392
3254.1175858294964,0.528,0.384
3254.1178543537853,0.536,0.392
3254.1181228780747,0.528,0.384
3254.1183914023636,0.544,0.384
3254.118659926653,0.528,0.384
3254.118928450942,0.544,0.392
3254.1191969752313,0.536,0.392
3254.11946549952,0.528,0.384
3254.1197340238095,0.544,0.376
3254.1200025480985,0.528,0.4
3254.120271072388,0.528,0.384
3254.1205395966767,0.544,0.4
3254.120808120966,0.528,0.384
3254.121076645255,0.544,0.4
3254.1213451695444,0.528,0.384
3254.1216136938333,0.552,0.4
3254.1218822181227,0.552,0.4
