Time,Channel 1,Channel 2
6182.54234290123,0.496,0.0
6182.542569925785,0.512,-0.016
6182.54279695034,0.512,0.0
6182.543023974896,0.544,-0.016
6182.543250999451,0.528,0.0
6182.543478024006,0.552,-0.016
6182.543705048561,0.52,0.0
6182.543932073117,0.496,-0.008
6182.544159097672,0.504,-0.016
6182.544386122227,0.544,0.0
6182.544613146782,0.544,-0.008
6182.5448401713375,0.512,0.0
6182.545067195892,0.512,-0.016
6182.545294220447,0.536,0.0
6182.545521245002,0.528,0.0
6182.545748269558,0.544,-0.016
6182.545975294113,0.528,0.0
6182.546202318668,0.544,-0.016
6182.546429343223,0.528,0.0
6182.546656367779,0.536,-0.008
6182.546883392334,0.544,-0.008
6182.547110416889,0.528,0.024
6182.547337441444,0.544,0.016
6182.547564466,0.504,0.136
6182.547791490555,0.504,0.14400000000000002
6182.54801851511,0.544,0.32
6182.548245539665,0.536,0.32
6182.54847256422,0.552,0.4
6182.548699588776,0.536,0.40800000000000003
6182.548926613331,0.552,0.384
6182.549153637886,0.544,0.384
6182.549380662441,0.56,0.392
6182.549607686997,0.544,0.384
6182.549834711552,0.528,0.4
6182.550061736107,0.528,0.392
6182.550288760662,0.544,0.384
6182.550515785218,0.544,0.392
6182.550742809773,0.528,0.384
6182.550969834328,0.528,0.392
6182.551196858883,0.544,0.4
6182.5514238834385,0.528,0.392
6182.5516509079935,0.544,0.4
6182.551877932548,0.528,0.392
6182.552104957103,0.544,0.384
6182.552331981659,0.496,0.4
6182.552559006214,0.536,0.384
6182.552786030769,0.528,0.392
6182.553013055324,0.536,0.4
6182.55324007988,0.528,0.392
6182.553467104435,0.544,0.4
6182.55369412899,0.512,0.4
6182.553921153545,0.536,0.392
6182.5541481781,0.528,0.392
6182.554375202656,0.536,0.4
6182.554602227211,0.528,0.4
6182.554829251766,0.544,0.384
6182.555056276321,0.528,0.384
6182.555283300877,0.496,0.4
6182.555510325432,0.496,0.392
6182.555737349987,0.552,0.4
6182.555964374542,0.536,0.392
6182.556191399098,0.56,0.4
6182.556418423653,0.56,0.392
6182.556645448208,0.544,0.4
6182.556872472763,0.544,0.392
6182.557099497319,0.56,0.4
6182.557326521874,0.56,0.392
6182.557553546429,0.544,0.392
6182.557780570984,0.544,0.4
6182.5580075955395,0.552,0.392
6182.5582346200945,0.552,0.392
6182.5584616446495,0.528,0.392
6182.5586886692045,0.536,0.4
6182.55891569376,0.528,0.384
6182.559142718315,0.512,0.4
6182.55936974287,0.544,0.384
6182.559596767425,0.544,0.392
6182.55982379198,0.52,0.4
6182.560050816536,0.504,0.392
6182.560277841091,0.528,0.4
6182.560504865646,0.544,0.392
6182.560731890201,0.52,0.4
6182.560958914757,0.536,0.392
6182.561185939312,0.512,0.4
6182.561412963867,0.496,0.392
6182.561639988422,0.536,0.4
6182.561867012978,0.528,0.392
6182.562094037533,0.544,0.4
6182.562321062088,0.528,0.392
6182.562548086643,0.544,0.392
6182.562775111199,0.544,0.4
6182.563002135754,0.528,0.392
6182.563229160309,0.52,0.392
6182.563456184864,0.544,0.4
6182.56368320942,0.544,0.4
6182.563910233975,0.528,0.384
6182.56413725853,0.528,0.384
6182.564364283085,0.544,0.4
6182.5645913076405,0.528,0.392
6182.5648183321955,0.544,0.4
6182.5650453567505,0.536,0.384
6182.5652723813055,0.496,0.4
6182.5654994058605,0.496,0.4
6182.565726430416,0.544,0.384
6182.565953454971,0.552,0.392
6182.566180479526,0.528,0.4
6182.566407504081,0.528,0.392
6182.566634528637,0.544,0.392
6182.566861553192,0.528,0.392
6182.567088577747,0.544,0.392
6182.567315602302,0.528,0.392
6182.567542626858,0.544,0.4
6182.567769651413,0.528,0.4
6182.567996675968,0.544,0.432
6182.568223700523,0.536,0.432
6182.568450725079,0.496,0.392
6182.568677749634,0.512,0.392
6182.568904774189,0.496,0.4
6182.569131798744,0.504,0.392
6182.5693588233,0.544,0.424
6182.569585847855,0.544,0.432
6182.56981287241,0.504,0.4
6182.570039896965,0.496,0.392
6182.570266921521,0.52,0.40800000000000003
6182.570493946076,0.496,0.41600000000000004
6182.570720970631,0.544,0.4
6182.570947995186,0.536,0.4
6182.571175019741,0.56,0.392
6182.5714020442965,0.536,0.4
6182.5716290688515,0.56,0.432
6182.5718560934065,0.552,0.40800000000000003
6182.5720831179615,0.536,0.392
6182.572310142517,0.536,0.392
6182.572537167072,0.552,0.4
6182.572764191627,0.544,0.392
6182.572991216182,0.56,0.4
6182.573218240738,0.544,0.392
6182.573445265293,0.528,0.40800000000000003
6182.573672289848,0.544,0.392
6182.573899314403,0.528,0.4
6182.574126338959,0.536,0.392
6182.574353363514,0.504,0.4
6182.574580388069,0.52,0.392
6182.574807412624,0.544,0.4
6182.57503443718,0.536,0.392
6182.575261461735,0.504,0.40800000000000003
6182.57548848629,0.528,0.40800000000000003
6182.575715510845,0.544,0.448
6182.575942535401,0.544,0.41600000000000004
6182.576169559956,0.512,0.392
6182.576396584511,0.496,0.392
6182.576623609066,0.528,0.40800000000000003
6182.576850633621,0.544,0.424
6182.577077658177,0.52,0.392
6182.577304682732,0.528,0.40800000000000003
6182.577531707287,0.496,0.384
6182.577758731842,0.496,0.392
6182.5779857563975,0.544,0.40800000000000003
6182.5782127809525,0.536,0.4
6182.5784398055075,0.528,0.392
6182.5786668300625,0.528,0.392
6182.578893854618,0.544,0.41600000000000004
6182.579120879173,0.528,0.392
6182.579347903728,0.544,0.40800000000000003
6182.579574928283,0.536,0.4
6182.579801952839,0.496,0.392
6182.580028977394,0.52,0.392
6182.580256001949,0.496,0.4
6182.580483026504,0.504,0.392
6182.58071005106,0.544,0.4
6182.580937075615,0.528,0.40800000000000003
6182.58116410017,0.544,0.432
6182.581391124725,0.536,0.432
6182.581618149281,0.504,0.392
6182.581845173836,0.496,0.4
6182.582072198391,0.512,0.384
6182.582299222946,0.496,0.392
6182.582526247501,0.536,0.40800000000000003
6182.582753272057,0.528,0.4
6182.582980296612,0.544,0.44
6182.583207321167,0.528,0.44
6182.583434345722,0.536,0.424
6182.583661370278,0.536,0.41600000000000004
6182.583888394833,0.512,0.392
6182.584115419388,0.496,0.392
6182.584342443943,0.528,0.4
6182.584569468499,0.536,0.392
6182.584796493054,0.512,0.432
6182.5850235176085,0.528,0.44
6182.5852505421635,0.536,0.424
6182.585477566719,0.544,0.424
6182.585704591274,0.528,0.392
6182.585931615829,0.528,0.392
6182.586158640384,0.544,0.40800000000000003
6182.58638566494,0.528,0.4
6182.586612689495,0.544,0.384
6182.58683971405,0.528,0.392
6182.587066738605,0.544,0.424
6182.587293763161,0.528,0.41600000000000004
6182.587520787716,0.544,0.448
6182.587747812271,0.528,0.432
6182.587974836826,0.544,0.40800000000000003
6182.588201861381,0.528,0.392
6182.588428885937,0.544,0.4
6182.588655910492,0.544,0.392
6182.588882935047,0.512,0.4
6182.589109959602,0.504,0.392
6182.589336984158,0.52,0.4
6182.589564008713,0.512,0.40800000000000003
6182.589791033268,0.544,0.432
6182.590018057823,0.536,0.44
6182.590245082379,0.528,0.40800000000000003
6182.590472106934,0.536,0.4
6182.590699131489,0.52,0.392
6182.590926156044,0.528,0.392
6182.5911531806,0.544,0.40800000000000003
6182.591380205155,0.544,0.392
6182.59160722971,0.512,0.4
6182.5918342542645,0.504,0.4
6182.59206127882,0.536,0.40800000000000003
6182.592288303375,0.528,0.40800000000000003
6182.59251532793,0.544,0.392
6182.592742352485,0.528,0.392
6182.592969377041,0.544,0.4
6182.593196401596,0.536,0.392
6182.593423426151,0.52,0.392
6182.593650450706,0.528,0.392
6182.593877475261,0.496,0.4
6182.594104499817,0.512,0.392
6182.594331524372,0.544,0.40800000000000003
6182.594558548927,0.536,0.392
6182.594785573482,0.512,0.40800000000000003
6182.595012598038,0.528,0.392
6182.595239622593,0.496,0.448
6182.595466647148,0.52,0.44
6182.595693671703,0.536,0.4
6182.595920696259,0.536,0.40800000000000003
6182.596147720814,0.52,0.432
6182.596374745369,0.504,0.424
6182.596601769924,0.544,0.392
6182.59682879448,0.536,0.392
6182.597055819035,0.528,0.384
6182.59728284359,0.512,0.392
6182.597509868145,0.544,0.4
6182.597736892701,0.536,0.4
6182.597963917256,0.56,0.384
6182.598190941811,0.536,0.392
6182.598417966366,0.56,0.4
6182.5986449909215,0.544,0.392
6182.598872015476,0.56,0.4
6182.599099040031,0.544,0.392
6182.599326064586,0.56,0.4
6182.599553089141,0.536,0.4
6182.599780113697,0.56,0.384
6182.600007138252,0.56,0.384
6182.600234162807,0.544,0.4
6182.600461187362,0.544,0.384
6182.600688211918,0.56,0.4
6182.600915236473,0.544,0.384
6182.601142261028,0.56,0.4
6182.601369285583,0.544,0.392
6182.601596310139,0.56,0.392
6182.601823334694,0.544,0.4
6182.602050359249,0.56,0.384
6182.602277383804,0.544,0.392
6182.60250440836,0.56,0.4
6182.602731432915,0.56,0.392
6182.60295845747,0.544,0.4
6182.603185482025,0.544,0.392
6182.603412506581,0.56,0.376
6182.603639531136,0.544,0.376
6182.603866555691,0.56,0.32
6182.604093580246,0.544,0.312
6182.604320604802,0.56,0.168
6182.604547629357,0.544,0.16
6182.604774653912,0.56,0.056
6182.605001678467,0.544,0.048
6182.605228703022,0.56,0.016
6182.6054557275775,0.544,0.016
6182.605682752132,0.56,-0.008
6182.605909776687,0.552,0.0
6182.606136801242,0.544,-0.008
6182.606363825798,0.544,0.0
6182.606590850353,0.552,-0.008
6182.606817874908,0.544,-0.008
6182.607044899463,0.56,0.0
6182.607271924019,0.544,-0.008
6182.607498948574,0.56,0.0
6182.607725973129,0.56,-0.008
6182.607952997684,0.544,0.0
6182.60818002224,0.544,0.0
6182.608407046795,0.552,-0.008
6182.60863407135,0.544,0.0
6182.608861095905,0.56,-0.008
6182.609088120461,0.56,-0.008
6182.609315145016,0.544,0.0
6182.609542169571,0.56,0.0
6182.609769194126,0.544,-0.008
6182.609996218682,0.544,-0.008
6182.610223243237,0.56,0.0
6182.610450267792,0.56,-0.008
6182.610677292347,0.544,0.0
6182.610904316902,0.544,0.0
6182.611131341458,0.56,-0.008
6182.611358366013,0.544,0.0
6182.611585390568,0.56,-0.008
6182.611812415123,0.544,0.0
6182.6120394396785,0.56,-0.008
6182.6122664642335,0.544,-0.008
6182.6124934887885,0.56,0.0
6182.612720513343,0.544,0.0
6182.612947537899,0.56,-0.008
6182.613174562454,0.552,-0.008
6182.613401587009,0.544,0.0
6182.613628611564,0.544,0.0
6182.61385563612,0.552,-0.016
6182.614082660675,0.544,-0.008
6182.61430968523,0.56,0.0
6182.614536709785,0.544,0.0
6182.614763734341,0.56,-0.008
6182.614990758896,0.544,-0.008
6182.615217783451,0.56,0.0
6182.615444808006,0.544,0.0
6182.615671832562,0.56,-0.008
6182.615898857117,0.544,-0.008
6182.616125881672,0.56,0.0
6182.616352906227,0.56,0.0
6182.616579930782,0.544,-0.008
6182.616806955338,0.544,0.0
6182.617033979893,0.56,-0.008
6182.617261004448,0.56,0.0
6182.617488029003,0.536,-0.008
6182.617715053559,0.544,-0.008
6182.617942078114,0.528,0.0
6182.618169102669,0.544,0.0
6182.618396127224,0.528,-0.008
6182.6186231517795,0.552,0.0
6182.6188501763345,0.52,-0.008
6182.6190772008895,0.504,0.0
6182.6193042254445,0.52,-0.008
6182.61953125,0.512,-0.008
6182.619758274555,0.544,0.0
6182.61998529911,0.504,-0.008
6182.620212323665,0.552,0.0
6182.620439348221,0.544,-0.008
6182.620666372776,0.56,0.0
6182.620893397331,0.544,-0.008
6182.621120421886,0.56,0.0
6182.621347446442,0.544,-0.008
6182.621574470997,0.552,0.0
6182.621801495552,0.544,0.0
6182.622028520107,0.56,-0.008
6182.622255544662,0.544,0.0
6182.622482569218,0.56,-0.008
6182.622709593773,0.544,0.0
6182.622936618328,0.56,-0.008
6182.623163642883,0.544,0.0
6182.623390667439,0.56,-0.008
6182.623617691994,0.544,-0.008
6182.623844716549,0.56,0.0
6182.624071741104,0.56,0.0
6182.62429876566,0.544,-0.008
6182.624525790215,0.544,0.0
6182.62475281477,0.56,-0.016
6182.624979839325,0.536,-0.008
6182.6252068638805,0.56,0.0
6182.6254338884355,0.544,0.0
6182.6256609129905,0.56,-0.008
6182.6258879375455,0.544,0.0
6182.626114962101,0.56,-0.016
6182.626341986656,0.544,0.0
6182.626569011211,0.528,-0.008
6182.626796035766,0.536,-0.008
6182.627023060322,0.552,0.0
6182.627250084877,0.536,0.0
6182.627477109432,0.552,-0.016
6182.627704133987,0.544,-0.016
6182.627931158542,0.512,0.0
6182.628158183098,0.496,-0.008
6182.628385207653,0.536,0.0
6182.628612232208,0.528,0.0
6182.628839256763,0.552,-0.008
6182.629066281319,0.544,-0.008
6182.629293305874,0.528,0.0
6182.629520330429,0.528,0.0
6182.629747354984,0.504,-0.008
6182.62997437954,0.512,0.0
6182.630201404095,0.536,-0.016
6182.63042842865,0.544,-0.016
6182.630655453205,0.528,0.0
6182.630882477761,0.544,0.0
6182.631109502316,0.52,-0.016
6182.631336526871,0.496,-0.008
6182.631563551426,0.528,0.0
6182.6317905759815,0.512,0.0
6182.6320176005365,0.544,-0.008
6182.6322446250915,0.528,-0.008
6182.6324716496465,0.544,0.0
6182.632698674202,0.528,0.0
6182.632925698757,0.544,-0.008
6182.633152723312,0.536,-0.008
6182.633379747867,0.52,0.0
6182.633606772422,0.52,0.0
6182.633833796978,0.552,-0.016
6182.634060821533,0.536,-0.016
6182.634287846088,0.56,0.0
6182.634514870643,0.536,0.0
6182.634741895199,0.56,-0.016
6182.634968919754,0.544,0.0
6182.635195944309,0.56,-0.008
6182.635422968864,0.544,0.0
6182.63564999342,0.56,-0.008
6182.635877017975,0.544,0.0
6182.63610404253,0.56,-0.008
6182.636331067085,0.552,0.0
6182.636558091641,0.544,-0.016
6182.636785116196,0.544,0.0
6182.637012140751,0.56,-0.008
6182.637239165306,0.544,0.0
6182.637466189862,0.56,-0.008
6182.637693214417,0.56,-0.008
6182.637920238972,0.544,0.0
6182.638147263527,0.544,-0.016
6182.638374288083,0.56,0.0
6182.638601312638,0.544,-0.016
6182.6388283371925,0.56,0.0
6182.6390553617475,0.536,0.0
6182.6392823863025,0.56,-0.016
6182.639509410858,0.544,-0.016
6182.639736435413,0.56,0.0
6182.639963459968,0.544,-0.016
6182.640190484523,0.56,0.0
6182.640417509079,0.544,-0.008
6182.640644533634,0.56,0.0
6182.640871558189,0.56,0.0
6182.641098582744,0.528,-0.016
6182.6413256073,0.528,-0.008
6182.641552631855,0.544,0.0
6182.64177965641,0.544,0.0
6182.642006680965,0.52,-0.008
6182.642233705521,0.504,-0.008
6182.642460730076,0.552,0.0
6182.642687754631,0.544,-0.008
6182.642914779186,0.56,0.0
6182.643141803742,0.56,-0.008
6182.643368828297,0.536,0.0
6182.643595852852,0.552,0.0
6182.643822877407,0.528,-0.008
6182.644049901963,0.528,-0.008
6182.644276926518,0.544,0.0
6182.644503951073,0.528,-0.008
6182.644730975628,0.544,0.0
6182.644958000183,0.544,0.0
6182.645185024739,0.512,-0.016
6182.645412049294,0.504,0.0
6182.6456390738485,0.544,-0.016
6182.6458660984035,0.528,0.0
6182.646093122959,0.552,-0.016
6182.646320147514,0.552,0.0
6182.646547172069,0.512,-0.016
6182.646774196624,0.504,-0.008
6182.64700122118,0.52,0.0
6182.647228245735,0.504,-0.008
6182.64745527029,0.528,0.0
6182.647682294845,0.544,0.0
6182.647909319401,0.52,-0.016
6182.648136343956,0.528,0.0
6182.648363368511,0.536,-0.016
6182.648590393066,0.528,0.0
6182.648817417622,0.544,-0.008
6182.649044442177,0.544,-0.008
6182.649271466732,0.512,0.0
6182.649498491287,0.504,0.0
6182.649725515843,0.528,-0.016
6182.649952540398,0.504,0.0
6182.650179564953,0.544,-0.016
6182.650406589508,0.544,0.0
6182.650633614063,0.528,-0.008
6182.650860638619,0.552,0.0
6182.651087663174,0.528,-0.016
6182.651314687729,0.528,-0.008
6182.651541712284,0.544,0.0
6182.65176873684,0.544,0.0
6182.651995761395,0.512,-0.016
6182.65222278595,0.496,0.0
6182.652449810505,0.536,-0.008
6182.65267683506,0.528,-0.016
6182.652903859615,0.536,0.0
6182.65313088417,0.528,-0.016
6182.653357908725,0.504,0.0
6182.653584933281,0.52,0.0
6182.653811957836,0.536,-0.008
6182.654038982391,0.528,0.0
6182.654266006946,0.504,-0.008
6182.654493031502,0.496,-0.008
6182.654720056057,0.528,0.0
6182.654947080612,0.528,0.0
6182.655174105167,0.512,-0.016
6182.655401129723,0.504,0.0
6182.655628154278,0.536,-0.008
6182.655855178833,0.552,-0.008
6182.656082203388,0.536,0.0
6182.656309227943,0.552,0.0
6182.656536252499,0.536,-0.016
6182.656763277054,0.544,0.0
6182.656990301609,0.504,-0.008
6182.657217326164,0.504,0.0
6182.65744435072,0.536,-0.016
6182.657671375275,0.528,0.0
6182.65789839983,0.536,-0.008
6182.658125424385,0.52,-0.016
6182.658352448941,0.544,0.0
6182.658579473496,0.528,0.0
6182.658806498051,0.504,-0.016
6182.659033522606,0.496,0.0
6182.6592605471615,0.536,-0.016
6182.659487571716,0.528,0.0
6182.659714596271,0.536,-0.008
6182.659941620826,0.536,0.0
6182.660168645382,0.512,-0.008
6182.660395669937,0.52,-0.008
6182.660622694492,0.536,0.024
6182.660849719047,0.536,0.016
6182.661076743603,0.496,0.12
6182.661303768158,0.496,0.128
6182.661530792713,0.544,0.272
6182.661757817268,0.528,0.28
6182.661984841823,0.544,0.384
6182.662211866379,0.528,0.376
6182.662438890934,0.544,0.392
6182.662665915489,0.544,0.384
6182.662892940044,0.504,0.392
6182.6631199646,0.504,0.384
6182.663346989155,0.536,0.392
6182.66357401371,0.536,0.392
6182.663801038265,0.528,0.40800000000000003
6182.664028062821,0.528,0.40800000000000003
6182.664255087376,0.544,0.392
6182.664482111931,0.528,0.392
6182.664709136486,0.496,0.392
6182.664936161042,0.496,0.392
6182.665163185597,0.536,0.40800000000000003
6182.665390210152,0.52,0.392
6182.665617234707,0.544,0.4
6182.6658442592625,0.528,0.392
6182.6660712838175,0.512,0.40800000000000003
6182.6662983083725,0.528,0.40800000000000003
6182.666525332927,0.544,0.432
6182.666752357483,0.528,0.44
6182.666979382038,0.536,0.4
6182.667206406593,0.528,0.41600000000000004
6182.667433431148,0.544,0.4
6182.667660455703,0.528,0.41600000000000004
6182.667887480259,0.504,0.392
6182.668114504814,0.52,0.384
6182.668341529369,0.544,0.4
6182.668568553924,0.536,0.384
6182.66879557848,0.504,0.4
6182.669022603035,0.52,0.4
6182.66924962759,0.544,0.384
6182.669476652145,0.528,0.4
6182.669703676701,0.544,0.384
6182.669930701256,0.544,0.392
6182.670157725811,0.504,0.384
6182.670384750366,0.52,0.392
6182.670611774922,0.496,0.4
6182.670838799477,0.504,0.392
6182.671065824032,0.552,0.4
6182.671292848587,0.552,0.4
6182.671519873143,0.536,0.384
6182.671746897698,0.552,0.384
6182.671973922253,0.536,0.4
6182.672200946808,0.552,0.4
6182.6724279713635,0.528,0.392
6182.6726549959185,0.536,0.392
6182.6728820204735,0.52,0.384
6182.6731090450285,0.528,0.392
6182.6733360695835,0.544,0.4
6182.673563094139,0.528,0.392
6182.673790118694,0.544,0.4
6182.674017143249,0.544,0.392
6182.674244167804,0.52,0.4
6182.67447119236,0.504,0.392
6182.674698216915,0.544,0.4
6182.67492524147,0.544,0.392
6182.675152266025,0.52,0.392
6182.675379290581,0.528,0.392
6182.675606315136,0.552,0.4
6182.675833339691,0.536,0.392
6182.676060364246,0.512,0.392
6182.676287388802,0.504,0.392
6182.676514413357,0.536,0.4
6182.676741437912,0.536,0.392
6182.676968462467,0.512,0.4
6182.677195487023,0.496,0.4
6182.677422511578,0.528,0.384
6182.677649536133,0.52,0.392
6182.677876560688,0.536,0.4
6182.678103585244,0.528,0.4
6182.678330609799,0.544,0.392
6182.678557634354,0.544,0.392
6182.678784658909,0.496,0.4
6182.679011683464,0.496,0.392
6182.6792387080195,0.528,0.392
6182.6794657325745,0.528,0.392
6182.6796927571295,0.544,0.4
6182.6799197816845,0.536,0.392
6182.68014680624,0.504,0.4
6182.680373830795,0.504,0.392
6182.68060085535,0.544,0.4
6182.680827879905,0.528,0.4
6182.681054904461,0.544,0.392
6182.681281929016,0.528,0.392
6182.681508953571,0.536,0.4
6182.681735978126,0.504,0.4
6182.681963002682,0.544,0.384
6182.682190027237,0.536,0.384
6182.682417051792,0.552,0.4
6182.682644076347,0.536,0.4
6182.682871100903,0.552,0.392
6182.683098125458,0.56,0.392
6182.683325150013,0.544,0.4
6182.683552174568,0.544,0.4
6182.683779199124,0.56,0.392
6182.684006223679,0.536,0.392
6182.684233248234,0.56,0.392
6182.684460272789,0.544,0.392
6182.684687297344,0.56,0.392
6182.6849143219,0.544,0.392
6182.685141346455,0.56,0.392
6182.68536837101,0.536,0.384
6182.685595395565,0.56,0.4
6182.6858224201205,0.544,0.4
6182.6860494446755,0.56,0.392
6182.6862764692305,0.544,0.392
6182.6865034937855,0.56,0.384
6182.686730518341,0.544,0.392
6182.686957542896,0.56,0.4
6182.687184567451,0.544,0.40800000000000003
6182.687411592006,0.552,0.392
6182.687638616562,0.544,0.4
6182.687865641117,0.56,0.432
6182.688092665672,0.544,0.40800000000000003
6182.688319690227,0.56,0.392
6182.688546714783,0.536,0.4
6182.688773739338,0.56,0.392
6182.689000763893,0.544,0.392
6182.689227788448,0.56,0.4
6182.689454813004,0.544,0.392
6182.689681837559,0.56,0.424
6182.689908862114,0.544,0.424
6182.690135886669,0.56,0.392
6182.690362911224,0.544,0.4
6182.69058993578,0.56,0.392
6182.690816960335,0.544,0.392
6182.69104398489,0.56,0.40800000000000003
6182.691271009445,0.544,0.392
6182.691498034001,0.56,0.44
6182.691725058556,0.544,0.424
6182.691952083111,0.56,0.4
6182.692179107666,0.552,0.4
6182.692406132222,0.544,0.424
6182.6926331567765,0.544,0.392
6182.6928601813315,0.56,0.40800000000000003
6182.6930872058865,0.536,0.384
6182.693314230442,0.56,0.4
6182.693541254997,0.544,0.384
6182.693768279552,0.56,0.4
6182.693995304107,0.544,0.392
6182.694222328663,0.56,0.4
6182.694449353218,0.544,0.4
6182.694676377773,0.56,0.392
6182.694903402328,0.544,0.392
6182.695130426884,0.56,0.4
6182.695357451439,0.544,0.4
6182.695584475994,0.56,0.384
