Time,Channel 1,Channel 2
15754.764202594757,0.512,0.0
15754.764448456765,0.528,-0.016
15754.764694318772,0.512,0.0
15754.76494018078,0.52,-0.008
15754.765186042785,0.512,0.0
15754.765431904792,0.528,-0.016
15754.7656777668,0.512,-0.008
15754.765923628807,0.52,0.0
15754.766169490815,0.512,-0.016
15754.766415352822,0.528,0.0
15754.766661214828,0.504,0.0
15754.766907076835,0.528,-0.008
15754.767152938843,0.512,0.0
15754.76739880085,0.528,-0.016
15754.767644662857,0.512,-0.016
15754.767890524865,0.52,0.0
15754.76813638687,0.512,-0.016
15754.768382248878,0.52,0.0
15754.768628110885,0.512,-0.016
15754.768873972893,0.52,0.0
15754.7691198349,0.512,-0.008
15754.769365696908,0.52,0.016
15754.769611558913,0.512,0.024
15754.76985742092,0.528,0.128
15754.770103282928,0.512,0.136
15754.770349144936,0.52,0.28800000000000003
15754.770595006943,0.512,0.28800000000000003
15754.77084086895,0.528,0.36
15754.771086730958,0.512,0.36
15754.771332592964,0.52,0.384
15754.771578454971,0.512,0.384
15754.771824316978,0.528,0.392
15754.772070178986,0.512,0.4
15754.772316040993,0.528,0.384
15754.772561903,0.512,0.392
15754.772807765006,0.528,0.384
15754.773053627014,0.512,0.392
15754.773299489021,0.52,0.4
15754.773545351029,0.512,0.392
15754.773791213036,0.52,0.4
15754.774037075043,0.504,0.4
15754.774282937049,0.52,0.384
15754.774528799056,0.512,0.392
15754.774774661064,0.528,0.4
15754.775020523071,0.512,0.392
15754.775266385079,0.528,0.392
15754.775512247086,0.52,0.392
15754.775758109092,0.512,0.392
15754.7760039711,0.512,0.392
15754.776249833107,0.52,0.4
15754.776495695114,0.504,0.4
15754.776741557122,0.52,0.392
15754.776987419129,0.512,0.392
15754.777233281136,0.52,0.392
15754.777479143142,0.512,0.392
15754.77772500515,0.528,0.4
15754.777970867157,0.512,0.392
15754.778216729164,0.528,0.4
15754.778462591172,0.512,0.4
15754.77870845318,0.528,0.392
15754.778954315185,0.512,0.392
15754.779200177192,0.528,0.4
15754.7794460392,0.512,0.392
15754.779691901207,0.52,0.4
15754.779937763215,0.512,0.4
15754.780183625222,0.528,0.392
15754.780429487228,0.512,0.392
15754.780675349235,0.528,0.4
15754.780921211242,0.512,0.4
