Time,Channel 1,Channel 2
5042.986754417419,0.52,0.0
5042.987020482222,0.536,-0.016
5042.987286547025,0.52,0.0
5042.987552611828,0.528,-0.016
5042.987818676631,0.528,0.0
5042.988084741433,0.512,-0.008
5042.988350806237,0.512,0.0
5042.988616871039,0.528,-0.008
5042.9888829358415,0.512,-0.008
5042.989149000645,0.536,0.0
5042.989415065447,0.52,-0.008
5042.989681130251,0.528,0.0
5042.989947195053,0.512,-0.016
5042.990213259856,0.528,0.0
5042.990479324659,0.528,0.0
5042.990745389461,0.512,-0.008
5042.9910114542645,0.528,0.0
5042.991277519067,0.512,-0.016
5042.99154358387,0.52,-0.008
5042.991809648673,0.536,0.0
5042.992075713476,0.52,-0.008
5042.992341778278,0.536,0.016
5042.992607843081,0.52,0.016
5042.992873907884,0.528,0.128
5042.993139972687,0.52,0.136
5042.99340603749,0.536,0.28800000000000003
5042.993672102292,0.52,0.296
5042.993938167096,0.528,0.4
5042.994204231898,0.528,0.4
5042.9944702967005,0.52,0.392
5042.994736361504,0.52,0.392
5042.995002426306,0.536,0.40800000000000003
5042.9952684911095,0.512,0.4
5042.995534555912,0.536,0.41600000000000004
5042.995800620715,0.528,0.41600000000000004
5042.996066685518,0.512,0.4
5042.99633275032,0.52,0.4
5042.996598815123,0.536,0.40800000000000003
5042.996864879926,0.52,0.40800000000000003
5042.997130944729,0.536,0.44
5042.997397009532,0.52,0.44
5042.997663074334,0.536,0.456
5042.997929139137,0.52,0.448
5042.99819520394,0.528,0.40800000000000003
5042.998461268743,0.52,0.41600000000000004
5042.9987273335455,0.528,0.4
5042.998993398349,0.536,0.4
5042.999259463151,0.512,0.424
5042.999525527954,0.528,0.40800000000000003
5042.999791592757,0.512,0.41600000000000004
5043.000057657559,0.512,0.4
5043.000323722363,0.536,0.41600000000000004
5043.000589787165,0.52,0.4
5043.0008558519685,0.536,0.41600000000000004
5043.001121916771,0.52,0.4
5043.001387981573,0.536,0.44
5043.001654046377,0.536,0.44
5043.001920111179,0.52,0.41600000000000004
5043.002186175982,0.52,0.424
5043.002452240785,0.536,0.4
5043.002718305588,0.52,0.41600000000000004
