Time,Channel 1,Channel 2
2413.732183933258,0.528,0.0
2413.732415409684,0.536,-0.016
2413.73264688611,0.536,0.0
2413.732878362536,0.52,-0.016
2413.7331098389627,0.528,-0.016
2413.7333413153888,0.504,0.0
2413.733572791815,0.512,-0.016
2413.733804268241,0.544,0.0
2413.734035744667,0.544,-0.008
2413.734267221093,0.528,-0.016
2413.7344986975195,0.528,-0.016
2413.7347301739455,0.544,0.0
2413.7349616503716,0.544,-0.016
2413.7351931267976,0.528,0.0
2413.7354246032237,0.52,-0.016
2413.7356560796497,0.536,0.0
2413.7358875560762,0.528,-0.016
2413.7361190325023,0.504,0.0
2413.7363505089284,0.52,-0.016
2413.7365819853544,0.544,0.0
2413.7368134617805,0.528,-0.008
2413.7370449382065,0.52,0.016
2413.737276414633,0.528,0.008
2413.737507891059,0.504,0.112
2413.737739367485,0.512,0.12
2413.737970843911,0.528,0.264
2413.738202320337,0.504,0.28
2413.7384337967633,0.536,0.36
2413.7386652731893,0.528,0.36
2413.738896749616,0.536,0.40800000000000003
2413.739128226042,0.536,0.40800000000000003
2413.739359702468,0.52,0.392
2413.739591178894,0.528,0.4
2413.73982265532,0.536,0.44
2413.740054131746,0.536,0.424
2413.7402856081726,0.504,0.4
2413.7405170845987,0.504,0.4
2413.7407485610247,0.528,0.40800000000000003
2413.7409800374508,0.52,0.4
2413.741211513877,0.536,0.448
2413.741442990303,0.52,0.432
2413.7416744667294,0.544,0.40800000000000003
2413.7419059431554,0.528,0.40800000000000003
2413.7421374195815,0.536,0.44
2413.7423688960075,0.536,0.41600000000000004
2413.7426003724336,0.52,0.392
2413.7428318488596,0.528,0.392
2413.743063325286,0.504,0.4
2413.743294801712,0.52,0.392
2413.7435262781382,0.544,0.40800000000000003
2413.7437577545643,0.536,0.392
2413.7439892309903,0.52,0.44
2413.7442207074164,0.536,0.44
2413.7444521838424,0.52,0.4
2413.744683660269,0.504,0.4
2413.744915136695,0.528,0.392
2413.745146613121,0.52,0.384
2413.745378089547,0.544,0.4
2413.745609565973,0.536,0.392
2413.745841042399,0.52,0.4
2413.7460725188257,0.52,0.392
2413.7463039952518,0.536,0.4
2413.746535471678,0.528,0.392
2413.746766948104,0.52,0.4
2413.74699842453,0.536,0.392
2413.747229900956,0.52,0.4
2413.7474613773825,0.544,0.384
2413.7476928538085,0.52,0.4
2413.7479243302346,0.528,0.392
2413.7481558066606,0.504,0.4
2413.7483872830867,0.504,0.392
2413.7486187595127,0.528,0.4
2413.7488502359392,0.544,0.392
2413.7490817123653,0.52,0.4
2413.7493131887913,0.512,0.40800000000000003
2413.7495446652174,0.536,0.392
2413.7497761416435,0.536,0.40800000000000003
2413.7500076180695,0.52,0.44
2413.7502390944956,0.528,0.4
2413.750470570922,0.544,0.384
2413.750702047348,0.536,0.392
2413.750933523774,0.52,0.392
2413.7511650002,0.52,0.392
2413.7513964766263,0.544,0.4
2413.7516279530523,0.528,0.4
2413.751859429479,0.512,0.41600000000000004
2413.752090905905,0.512,0.41600000000000004
2413.752322382331,0.544,0.448
2413.752553858757,0.528,0.432
2413.752785335183,0.552,0.4
2413.753016811609,0.544,0.384
2413.7532482880356,0.528,0.40800000000000003
2413.7534797644616,0.528,0.392
2413.7537112408877,0.544,0.40800000000000003
2413.7539427173137,0.536,0.392
2413.75417419374,0.528,0.40800000000000003
2413.754405670166,0.544,0.4
2413.7546371465924,0.52,0.40800000000000003
2413.7548686230184,0.536,0.4
2413.7551000994445,0.52,0.448
2413.7553315758705,0.528,0.448
2413.7555630522966,0.512,0.40800000000000003
2413.7557945287226,0.512,0.41600000000000004
2413.7560260051487,0.528,0.392
2413.756257481575,0.536,0.392
2413.7564889580012,0.512,0.40800000000000003
2413.7567204344273,0.512,0.392
2413.7569519108533,0.544,0.40800000000000003
2413.7571833872794,0.536,0.392
2413.7574148637054,0.52,0.4
2413.757646340132,0.536,0.392
2413.757877816558,0.52,0.4
2413.758109292984,0.528,0.392
2413.75834076941,0.52,0.40800000000000003
2413.758572245836,0.544,0.41600000000000004
2413.758803722262,0.52,0.448
2413.7590351986887,0.528,0.44
2413.7592666751148,0.504,0.40800000000000003
2413.759498151541,0.504,0.40800000000000003
2413.759729627967,0.536,0.4
