Time,Channel 1,Channel 2
4707.269230604172,0.536,-0.016
4707.269481739203,0.52,0.0
4707.269732874234,0.528,-0.008
4707.2699840092655,0.52,-0.016
4707.270235144298,0.52,-0.016
4707.270486279329,0.544,0.0
4707.27073741436,0.52,-0.016
4707.270988549391,0.536,0.0
4707.271239684423,0.536,0.0
4707.271490819454,0.52,-0.016
4707.271741954485,0.544,0.0
4707.271993089517,0.52,-0.016
4707.272244224549,0.52,-0.016
4707.27249535958,0.536,0.0
4707.272746494611,0.52,-0.008
4707.272997629642,0.536,-0.016
4707.273248764674,0.536,-0.016
4707.273499899705,0.52,-0.008
4707.273751034737,0.536,-0.016
4707.274002169768,0.52,0.0
4707.2742533047995,0.52,-0.008
4707.274504439831,0.536,0.016
4707.274755574862,0.52,0.024
4707.275006709893,0.536,0.14400000000000002
4707.275257844925,0.536,0.152
4707.275508979957,0.52,0.28
4707.275760114988,0.52,0.28800000000000003
4707.276011250019,0.536,0.36
4707.27626238505,0.52,0.36
4707.276513520082,0.536,0.384
4707.276764655113,0.52,0.384
4707.277015790145,0.536,0.4
4707.277266925176,0.536,0.384
4707.2775180602075,0.52,0.4
4707.277769195239,0.528,0.384
4707.27802033027,0.52,0.4
4707.278271465301,0.52,0.384
4707.2785226003325,0.536,0.392
4707.278773735365,0.52,0.384
4707.279024870396,0.536,0.384
4707.279276005427,0.52,0.384
4707.279527140458,0.536,0.384
4707.27977827549,0.536,0.384
4707.280029410521,0.52,0.4
4707.280280545552,0.512,0.4
4707.280531680584,0.528,0.384
4707.280782815616,0.512,0.384
4707.281033950647,0.528,0.392
4707.281285085678,0.528,0.384
4707.281536220709,0.512,0.392
4707.281787355741,0.52,0.392
4707.282038490772,0.536,0.376
4707.282289625804,0.528,0.392
4707.282540760835,0.52,0.384
4707.2827918958665,0.52,0.392
4707.283043030898,0.536,0.384
4707.283294165929,0.536,0.384
4707.28354530096,0.52,0.4
4707.283796435992,0.536,0.384
4707.284047571024,0.52,0.384
4707.284298706055,0.52,0.384
4707.284549841086,0.536,0.392
4707.284800976117,0.528,0.384
4707.285052111149,0.52,0.392
4707.28530324618,0.52,0.4
4707.285554381212,0.536,0.384
4707.285805516243,0.528,0.392
4707.2860566512745,0.544,0.384
4707.286307786306,0.52,0.392
4707.286558921337,0.536,0.384
4707.286810056368,0.528,0.384
4707.2870611913995,0.536,0.376
4707.287312326432,0.528,0.384
4707.287563461463,0.52,0.4
4707.287814596494,0.52,0.4
4707.288065731525,0.536,0.40800000000000003
