Time,Channel 1,Channel 2
2867.0529174804688,0.536,-0.016
2867.053162594239,0.552,0.0
2867.053407708009,0.552,-0.016
2867.0536528217795,0.536,0.0
2867.0538979355492,0.536,-0.016
2867.0541430493195,0.552,-0.008
2867.0543881630897,0.536,-0.016
2867.05463327686,0.552,-0.008
2867.05487839063,0.552,-0.016
2867.0551235044004,0.536,0.0
2867.0553686181706,0.552,-0.016
2867.0556137319404,0.536,-0.008
2867.0558588457106,0.536,-0.016
2867.056103959481,0.552,-0.008
2867.056349073251,0.536,-0.008
2867.0565941870213,0.56,-0.016
2867.0568393007916,0.544,-0.016
2867.057084414562,0.528,-0.008
2867.0573295283316,0.536,-0.016
2867.057574642102,0.512,0.0
2867.057819755872,0.552,-0.008
2867.0580648696423,0.528,0.024
2867.0583099834125,0.536,0.024
2867.0585550971828,0.512,0.136
2867.0588002109525,0.528,0.136
2867.059045324723,0.544,0.28
2867.059290438493,0.528,0.28800000000000003
2867.0595355522632,0.536,0.34400000000000003
2867.0597806660335,0.528,0.352
2867.0600257798037,0.504,0.376
2867.060270893574,0.52,0.368
2867.0605160073437,0.544,0.376
2867.060761121114,0.544,0.376
2867.061006234884,0.528,0.376
2867.0612513486544,0.544,0.376
2867.0614964624247,0.528,0.384
2867.061741576195,0.528,0.384
2867.061986689965,0.544,0.424
2867.062231803735,0.544,0.432
2867.062476917505,0.528,0.392
2867.0627220312754,0.544,0.392
2867.0629671450456,0.512,0.41600000000000004
2867.063212258816,0.52,0.424
2867.063457372586,0.552,0.384
2867.0637024863563,0.544,0.384
2867.063947600126,0.528,0.376
2867.0641927138963,0.544,0.384
2867.0644378276666,0.52,0.376
2867.064682941437,0.528,0.376
2867.064928055207,0.504,0.392
2867.0651731689773,0.52,0.376
2867.0654182827475,0.544,0.384
2867.0656633965173,0.528,0.376
2867.0659085102875,0.552,0.384
2867.0661536240577,0.544,0.376
2867.066398737828,0.528,0.384
2867.066643851598,0.544,0.376
2867.0668889653684,0.528,0.376
2867.067134079138,0.536,0.376
2867.0673791929084,0.512,0.384
2867.0676243066787,0.512,0.376
2867.067869420449,0.536,0.384
2867.068114534219,0.528,0.376
2867.0683596479894,0.544,0.376
2867.0686047617596,0.544,0.376
2867.0688498755294,0.52,0.384
2867.0690949892996,0.512,0.376
2867.06934010307,0.552,0.384
2867.06958521684,0.536,0.384
2867.0698303306103,0.552,0.432
2867.0700754443806,0.536,0.44
2867.070320558151,0.552,0.40800000000000003
2867.0705656719206,0.552,0.4
2867.070810785691,0.536,0.384
2867.071055899461,0.536,0.376
2867.0713010132313,0.552,0.392
2867.0715461270015,0.536,0.376
2867.0717912407717,0.552,0.392
2867.072036354542,0.536,0.376
2867.0722814683118,0.552,0.392
2867.072526582082,0.536,0.384
2867.072771695852,0.552,0.432
2867.0730168096225,0.552,0.432
2867.0732619233927,0.536,0.384
2867.073507037163,0.552,0.4
2867.073752150933,0.536,0.376
2867.073997264703,0.536,0.384
2867.074242378473,0.552,0.40800000000000003
2867.0744874922434,0.536,0.41600000000000004
2867.0747326060136,0.552,0.384
2867.074977719784,0.536,0.392
2867.075222833554,0.552,0.384
2867.0754679473243,0.552,0.392
2867.075713061094,0.536,0.376
2867.0759581748644,0.536,0.384
2867.0762032886346,0.56,0.384
2867.076448402405,0.552,0.384
2867.076693516175,0.536,0.4
2867.0769386299453,0.536,0.4
2867.077183743715,0.552,0.432
2867.0774288574853,0.544,0.424
2867.0776739712555,0.536,0.384
2867.0779190850258,0.544,0.4
2867.078164198796,0.536,0.384
2867.0784093125662,0.544,0.392
2867.0786544263365,0.52,0.376
2867.0788995401062,0.52,0.376
2867.0791446538765,0.544,0.392
2867.0793897676467,0.544,0.392
2867.079634881417,0.528,0.376
2867.079879995187,0.536,0.376
2867.0801251089574,0.544,0.392
2867.0803702227277,0.544,0.376
2867.0806153364974,0.528,0.392
2867.0808604502677,0.528,0.376
2867.081105564038,0.544,0.392
2867.081350677808,0.552,0.392
2867.0815957915784,0.528,0.424
2867.0818409053486,0.528,0.40800000000000003
2867.082086019119,0.544,0.384
2867.0823311328886,0.544,0.384
2867.082576246659,0.512,0.4
2867.082821360429,0.52,0.424
2867.0830664741993,0.544,0.384
2867.0833115879695,0.536,0.384
2867.08355670174,0.512,0.4
2867.08380181551,0.528,0.384
2867.08404692928,0.544,0.4
2867.08429204305,0.528,0.424
2867.0845371568203,0.544,0.384
2867.0847822705905,0.536,0.4
2867.0850273843607,0.528,0.384
2867.085272498131,0.536,0.384
2867.0855176119007,0.512,0.4
2867.085762725671,0.512,0.4
2867.086007839441,0.544,0.44
2867.0862529532114,0.544,0.424
2867.0864980669817,0.528,0.384
2867.086743180752,0.528,0.384
2867.086988294522,0.544,0.392
2867.087233408292,0.528,0.392
2867.087478522062,0.544,0.44
2867.0877236358324,0.52,0.4
2867.0879687496026,0.536,0.384
2867.088213863373,0.52,0.384
2867.088458977143,0.544,0.4
2867.0887040909133,0.528,0.384
2867.088949204683,0.544,0.40800000000000003
2867.0891943184533,0.544,0.44
2867.0894394322236,0.512,0.40800000000000003
2867.089684545994,0.512,0.41600000000000004
